          10           0          0          0          0          0          0          6          0          0
          20           0          0          0          0          0          0          8          0          0
          30           0          0          0          0          0          0         12          0          0
          40           0          0          0          0          0          0         15          0          0
          50           0          0          0          0          0          0         19          0          0
