      0.235350      0.182300      0.177200      0.396800      0.859400       1.489700      2.092500      2.297700      1.808600      0.696200      -0.563300     -1.432700     -1.015100      1.426300     -0.564300       0.696200      1.808200      2.301700      2.092600      1.489100       0.859500      0.396900      0.176900      0.182400   
      0.020100     -0.203800     -0.269700      0.014200      0.620800       1.392400      2.046200      2.188200      1.683900      0.688500      -0.373700     -0.703500      0.837800      3.704000     -0.730100       0.594100      1.713100      2.205800      2.026400      1.529800       1.027400      0.623800      0.348400      0.182800   
     -0.533600     -0.807400     -0.804600     -0.379800      0.365300       1.168000      1.641000      1.618100      1.302200      0.615100       0.065700      0.738500      2.959500     -2.036600     -0.934600       0.407900      1.517000      1.984800      1.833100      1.435200       0.995600      0.562200      0.150600     -0.209000   
     -1.208500     -1.429400     -1.319200     -0.817500     -0.112400       0.454400      0.737600      0.879300      0.850100      0.670300       0.943500     -2.651200     -2.829400     -2.199100     -1.065700       0.279600      1.322000      1.668300      1.521300      1.193900       0.765300      0.246000     -0.315500     -0.823200   
     -1.789100     -1.965500     -1.860700     -1.447900     -0.896500      -0.401000     -0.015100      0.321300      0.634600      0.976300      -1.977500     -2.883200     -2.848500     -2.137900     -0.960300       0.308700      1.098100      1.245300      1.133600      0.881800       0.448200     -0.153900     -0.823700     -1.404300   
     -2.246700     -2.487000     -2.473700     -2.135600     -1.577700      -0.980600     -0.429100      0.144700      0.734000     -0.918300      -2.299200     -2.882200     -2.668600     -1.847100     -0.719800       0.107000      0.496000      0.553500      0.584300      0.494000       0.098300     -0.529800     -1.237900     -1.840100   
     -2.851100     -3.181100     -3.199500     -2.785300     -2.054300      -1.242900     -0.476500      0.288100     -0.045300     -1.470600      -2.558800     -2.869400     -2.450300     -1.582200     -0.930800      -0.426400     -0.022700      0.000000     -0.097400     -0.136100      -0.439600     -1.038600     -1.741000     -2.373200   
     -3.961800     -4.268200     -4.109000     -3.364700     -2.252200      -1.140400     -0.209800      0.487300     -0.746200     -2.127700      -2.932100     -2.898500     -2.247900     -1.730400     -1.177200      -0.448200      0.034900     -0.073300     -0.531600     -0.933300      -1.360700     -2.009200     -2.745700     -3.424900   
     -5.408000     -5.355100     -4.640100     -3.283200     -1.710200      -0.423800      0.354400     -0.103700     -1.577700     -2.828300      -3.151200     -2.649200     -2.183000     -1.761200     -0.981700      -0.174700      0.262600      0.039200     -0.663000     -1.530700      -2.478200     -3.465600     -4.334200     -5.011200   
     -6.093200     -5.298400     -3.816620     -1.922530     -0.196160       0.768200      0.568500     -0.831300     -2.343900     -3.037100      -2.663700     -2.191100     -2.022900     -1.438500     -0.649000       0.077000      0.441500      0.257500     -0.491100     -1.820600      -3.473100     -4.895200     -5.790700     -6.205900   
     -5.258225     -3.675795     -1.631110      0.430085      1.496470       0.318200     -0.555100     -1.695500     -2.434200     -2.192600      -1.691300     -1.890000     -1.708500     -1.206300     -0.567400       0.054300      0.497200      0.599600     -0.171000     -2.137600      -4.237000     -5.584100     -6.135100     -6.067000   
     -3.161820     -0.902080      1.432450     -1.452885     -1.560780      -1.665600     -1.783100     -1.755100     -1.329300     -0.731100      -1.317000     -1.662800     -1.601200     -1.294900     -0.817300      -0.197100      0.549500      0.850400     -0.689700     -2.819900      -4.393000     -5.111500     -5.205690     -4.654785   
      0.034035     -2.349860     -3.412065     -3.620070     -3.450950      -2.875650     -1.787800     -0.541250      0.410450     -0.372500      -1.126850     -1.498450     -1.608700     -1.498450     -1.126850      -0.372500      0.410450     -0.541250     -1.787800     -2.875650      -3.450950     -3.620070     -3.412065     -2.349860   
     -3.162345     -4.654785     -5.205690     -5.111500     -4.393000      -2.819900     -0.689700      0.850400      0.549500     -0.197100      -0.817300     -1.294900     -1.601200     -1.662800     -1.317000      -0.731100     -1.329300     -1.755100     -1.783100     -1.665600      -1.560780     -1.452885      1.432450     -0.902080   
     -5.258220     -6.067000     -6.135100     -5.584100     -4.237000      -2.137600     -0.171000      0.599600      0.497200      0.054300      -0.567400     -1.206300     -1.708500     -1.890000     -1.691300      -2.192600     -2.434200     -1.695500     -0.555100      0.318200       1.496470      0.430085     -1.631110     -3.675795   
     -6.093300     -6.205900     -5.790700     -4.895200     -3.473100      -1.820600     -0.491100      0.257500      0.441500      0.077000      -0.649000     -1.438500     -2.022900     -2.191100     -2.663700      -3.037100     -2.343900     -0.831300      0.568500      0.768200      -0.196160     -1.922530     -3.816620     -5.298400   
     -5.407500     -5.011200     -4.334200     -3.465600     -2.478200      -1.530700     -0.663000      0.039200      0.262600     -0.174700      -0.981700     -1.761200     -2.183000     -2.649200     -3.151200      -2.828300     -1.577700     -0.103700      0.354400     -0.423800      -1.710200     -3.283200     -4.640100     -5.355100   
     -3.961900     -3.424900     -2.745700     -2.009200     -1.360700      -0.933300     -0.531600     -0.073300      0.034900     -0.448200      -1.177200     -1.730400     -2.247900     -2.898500     -2.932100      -2.127700     -0.746200      0.487300     -0.209800     -1.140400      -2.252200     -3.364700     -4.109000     -4.268200   
     -2.854500     -2.373200     -1.741000     -1.038600     -0.439600      -0.136100     -0.097400      0.000000     -0.022700     -0.426400      -0.930800     -1.582200     -2.450300     -2.869400     -2.558800      -1.470600     -0.045300      0.288100     -0.476500     -1.242900      -2.054300     -2.785300     -3.199500     -3.181100   
     -2.246400     -1.840100     -1.237900     -0.529800      0.098300       0.494000      0.584300      0.553500      0.496000      0.107000      -0.719800     -1.847100     -2.668600     -2.882200     -2.299200      -0.918300      0.734000      0.144700     -0.429100     -0.980600      -1.577700     -2.135600     -2.473700     -2.487000   
     -1.788800     -1.404300     -0.823700     -0.153900      0.448200       0.881800      1.133600      1.245300      1.098100      0.308700      -0.960300     -2.137900     -2.848500     -2.883200     -1.977500       0.976300      0.634600      0.321300     -0.015100     -0.401000      -0.896500     -1.447900     -1.860700     -1.965500   
     -1.208900     -0.823200     -0.315500      0.246000      0.765300       1.193900      1.521300      1.668300      1.322000      0.279600      -1.065700     -2.199100     -2.829400     -2.651200      0.943500       0.670300      0.850100      0.879300      0.737600      0.454400      -0.112400     -0.817500     -1.319200     -1.429400   
     -0.533400     -0.209000      0.150600      0.562200      0.995600       1.435200      1.833100      1.984800      1.517000      0.407900      -0.934600     -2.036600      2.959500      0.738500      0.065700       0.615100      1.302200      1.618100      1.641000      1.168000       0.365300     -0.379800     -0.804600     -0.807400   
      0.019900      0.182800      0.348400      0.623800      1.027400       1.529800      2.026400      2.205800      1.713100      0.594100      -0.730100      3.704000      0.837800     -0.703500     -0.373700       0.688500      1.683900      2.188200      2.046200      1.392400       0.620800      0.014200     -0.269700     -0.203800 
