"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"242" 242 99758 23447 462 0.94763 11238 240 460 11 226 5 226 42776 6997 5 6997 42758 242 49999 49759
"243" 243 99757 15316 464 0.96461 6932 239 458 11 227 5 227 42775 6997 5 6997 42757 243 49999 49758
"244" 244 99756 70958 466 0.4923 15316 243 464 11 228 5 228 42774 6997 5 6997 42756 244 49999 49757
"245" 245 99755 77780 466 1.0384 23447 242 462 12 228 5 227 42775 6997 6 6996 42755 245 49999 49756
"246" 246 99754 93132 466 1.1465 52328 202 390 13 228 5 227 42776 6996 6 6995 42755 246 49999 49755
"247" 247 99753 7460 468 0.3055 93132 246 466 13 229 5 228 42776 6995 6 6994 42755 247 49999 49754
"248" 248 99752 62214 470 1.0237 93132 246 466 13 230 5 229 42775 6995 6 6994 42754 248 49999 49753
"249" 249 99751 91763 472 1.0892 93132 246 466 13 231 5 230 42774 6995 6 6994 42753 249 49999 49752
"250" 250 99750 82564 474 1.0759 91763 249 472 13 232 5 231 42772 6996 6 6995 42751 250 49999 49751
"251" 251 99749 4134 476 0.73629 82564 250 474 13 233 5 232 42771 6996 6 6995 42750 251 49999 49750
"252" 252 99748 9573 478 1.1101 7460 247 468 13 234 5 232 42770 6997 7 6995 42748 252 49999 49749
"253" 253 99747 95673 480 0.8523 9573 252 478 13 235 5 233 42770 6996 7 6994 42748 253 49999 49748
"254" 254 99746 8789 482 0.76232 95673 253 480 13 235 6 234 42769 6996 7 6995 42746 254 49999 49747
"255" 255 99745 21509 484 1.1063 95673 253 480 13 236 6 234 42768 6997 8 6995 42744 255 49999 49746
"256" 256 99744 67556 486 1.1103 62214 248 470 13 237 6 235 42767 6997 8 6995 42743 256 49999 49745
"257" 257 99743 32523 488 0.94196 67556 256 486 13 238 6 236 42767 6996 8 6994 42743 257 49999 49744
"258" 258 99742 91584 490 0.68389 32523 257 488 13 239 6 237 42766 6996 8 6994 42742 258 49999 49743
"259" 259 99741 34086 492 1.1268 91584 258 490 13 240 6 238 42765 6996 8 6994 42741 259 49999 49742
"260" 260 99740 73911 494 0.6023 34086 259 492 13 241 6 239 42764 6996 8 6994 42740 260 49999 49741
"261" 261 99739 52633 496 0.64955 73911 260 494 13 242 6 240 42764 6995 8 6993 42740 261 49999 49740
"262" 262 99738 61640 498 0.9292 34086 259 492 13 243 6 241 42762 6996 8 6994 42738 262 49999 49739
"263" 263 99737 83612 500 1.0641 52633 261 496 13 244 6 242 42762 6995 8 6993 42738 263 49999 49738
"264" 264 99736 76718 502 0.76248 83612 263 500 13 245 6 243 42761 6995 8 6993 42737 264 49999 49737
"265" 265 99735 48093 504 0.77182 83612 263 500 13 246 6 244 42760 6995 8 6993 42736 265 49999 49736
"266" 266 99734 40959 506 0.90139 83612 263 500 13 247 6 245 42759 6995 8 6993 42735 266 49999 49735
"267" 267 99733 81608 508 0.54031 40959 266 506 13 248 6 246 42758 6995 8 6993 42734 267 49999 49734
"268" 268 99732 33567 510 1.0963 61640 262 498 13 249 6 247 42758 6994 8 6992 42734 268 49999 49733
"269" 269 99731 74340 512 0.49522 33567 268 510 13 250 6 248 42757 6994 8 6992 42733 269 49999 49732
"270" 270 99730 22172 514 0.57498 33567 268 510 13 251 6 249 42756 6994 8 6992 42732 270 49999 49731
"271" 271 99729 84549 516 0.7107 22172 270 514 13 252 6 250 42754 6995 8 6993 42730 271 49999 49730
"272" 272 99728 67559 518 0.87043 84549 271 516 13 253 6 251 42754 6994 8 6992 42730 272 49999 49729
"273" 273 99727 49792 520 0.95654 67559 272 518 13 254 6 252 42753 6994 8 6992 42729 273 49999 49728
"274" 274 99726 30173 522 0.76603 49792 273 520 13 255 6 253 42752 6994 8 6992 42728 274 49999 49727
"275" 275 99725 4136 522 0.87357 49792 273 520 14 255 6 253 42752 6994 8 6992 42727 275 49999 49726
"276" 276 99724 67168 524 1.1122 67559 272 518 14 256 6 254 42751 6994 8 6992 42726 276 49999 49725
"277" 277 99723 37103 526 0.86624 67168 276 524 14 257 6 255 42750 6994 8 6992 42725 277 49999 49724
"278" 278 99722 57182 528 0.48182 37103 277 526 14 258 6 256 42750 6993 8 6991 42725 278 49999 49723
"279" 279 99721 5539 528 0.75741 57182 278 528 15 258 6 256 42751 6992 8 6990 42725 279 49999 49722
"280" 280 99720 21401 530 0.89835 5539 279 528 15 259 6 257 42750 6992 8 6990 42724 280 49999 49721
"281" 281 99719 74972 532 0.53799 21401 280 530 15 260 6 258 42749 6992 8 6990 42723 281 49999 49720
"282" 282 99718 75071 534 0.94783 67168 276 524 15 261 6 259 42749 6991 8 6989 42723 282 49999 49719
"283" 283 99717 3593 536 0.83254 75071 282 534 15 262 6 260 42748 6991 8 6989 42722 283 49999 49718
"284" 284 99716 46884 536 0.61533 3593 283 536 16 262 6 260 42747 6992 8 6990 42720 284 49999 49717
"285" 285 99715 5697 538 1.0916 67168 276 524 16 263 6 261 42746 6992 8 6990 42719 285 49999 49716
"286" 286 99714 21497 540 0.53933 5697 285 538 16 264 6 262 42745 6992 8 6990 42718 286 49999 49715
"287" 287 99713 43835 542 0.73542 21497 286 540 16 265 6 263 42744 6992 8 6990 42717 287 49999 49714
"288" 288 99712 34702 544 1.0746 21497 286 540 16 266 6 264 42743 6992 8 6990 42716 288 49999 49713
"289" 289 99711 58647 546 1.1197 73911 260 494 16 267 6 265 42743 6991 8 6989 42716 289 49999 49712
"290" 290 99710 40279 546 1.1222 34702 288 544 17 267 6 265 42743 6991 8 6989 42715 290 49999 49711
"291" 291 99709 94264 548 0.78034 40279 290 546 17 268 6 266 42742 6991 8 6989 42714 291 49999 49710
"292" 292 99708 70956 550 1.1312 52633 261 496 17 269 6 267 42742 6990 8 6988 42714 292 49999 49709
"293" 293 99707 47424 552 1.1466 58647 289 546 17 270 6 268 42742 6989 8 6987 42714 293 49999 49708
"294" 294 99706 8944 554 0.34846 47424 293 552 17 271 6 269 42741 6989 8 6987 42713 294 49999 49707
"295" 295 99705 2355 556 0.97121 47424 293 552 17 272 6 270 42741 6988 8 6986 42713 295 49999 49706
"296" 296 99704 93130 556 1.1126 2355 295 556 18 272 6 270 42742 6987 8 6985 42713 296 49999 49705
"297" 297 99703 87609 558 1.0058 93130 296 556 18 273 6 271 42740 6988 8 6986 42711 297 49999 49704
"298" 298 99702 67438 560 0.50846 87609 297 558 18 274 6 271 42741 6987 9 6984 42711 298 49999 49703
"299" 299 99701 66325 562 0.91945 67438 298 560 18 275 6 272 42740 6987 9 6984 42710 299 49999 49702
"300" 300 99700 20961 562 0.51675 66325 299 562 19 274 7 272 42740 6987 9 6985 42708 300 49999 49701
"301" 301 99699 33802 564 1.0894 87609 297 558 19 275 7 273 42739 6987 9 6985 42707 301 49999 49700
"302" 302 99698 17719 566 0.91237 33802 301 564 19 276 7 274 42738 6987 9 6985 42706 302 49999 49699
"303" 303 99697 43761 568 1.0609 17719 302 566 19 277 7 275 42738 6986 9 6984 42706 303 49999 49698
"304" 304 99696 4135 566 0.7079 43761 303 568 21 276 7 274 42739 6986 9 6984 42705 304 49999 49697
"305" 305 99695 19449 568 1.1039 67438 298 560 21 277 7 275 42738 6986 9 6984 42704 305 49999 49696
"306" 306 99694 18375 568 0.66481 19449 305 568 22 277 7 275 42738 6986 9 6984 42703 306 49999 49695
"307" 307 99693 12967 570 1.1477 16016 192 372 22 278 7 276 42738 6985 9 6983 42703 307 49999 49694
"308" 308 99692 82557 572 1.0818 12967 307 570 22 279 7 277 42738 6984 9 6982 42703 308 49999 49693
"309" 309 99691 86278 574 0.49681 82557 308 572 22 280 7 278 42737 6984 9 6982 42702 309 49999 49692
"310" 310 99690 6746 576 0.54424 82557 308 572 22 281 7 279 42736 6984 9 6982 42701 310 49999 49691
"311" 311 99689 25347 578 0.71637 6746 310 576 22 282 7 280 42736 6983 9 6981 42701 311 49999 49690
"312" 312 99688 45521 580 0.7986 6746 310 576 22 282 8 281 42737 6981 9 6980 42701 312 49999 49689
"313" 313 99687 90977 582 0.83656 45521 312 580 22 283 8 282 42737 6980 9 6979 42701 313 49999 49688
"314" 314 99686 80680 582 0.36655 90977 313 582 23 283 8 282 42738 6979 9 6978 42701 314 49999 49687
"315" 315 99685 19887 584 1.0943 86278 309 574 23 284 8 283 42737 6979 9 6978 42700 315 49999 49686
"316" 316 99684 30168 586 0.50953 19887 315 584 23 285 8 284 42737 6978 9 6977 42700 316 49999 49685
"317" 317 99683 9464 588 0.71356 19887 315 584 23 286 8 285 42737 6977 9 6976 42700 317 49999 49684
"318" 318 99682 44240 590 0.61469 9464 317 588 23 287 8 286 42737 6976 9 6975 42700 318 49999 49683
"319" 319 99681 4897 592 1.0585 19887 315 584 23 288 8 287 42736 6976 9 6975 42699 319 49999 49682
"320" 320 99680 87127 594 1.1485 44867 155 306 23 289 8 288 42735 6976 9 6975 42698 320 49999 49681
"321" 321 99679 67688 594 1.1503 59210 229 440 24 289 8 288 42736 6975 9 6974 42698 321 49999 49680
"322" 322 99678 92450 596 1.1526 99601 233 448 24 290 8 289 42735 6975 9 6974 42697 322 49999 49679
"323" 323 99677 44627 598 1.0215 92450 322 596 24 291 8 290 42735 6974 9 6973 42697 323 49999 49678
"324" 324 99676 52671 598 1.1541 87809 143 282 25 291 8 290 42734 6975 9 6974 42695 324 49999 49677
"325" 325 99675 86369 598 1.0809 52671 324 598 26 291 8 290 42734 6975 9 6974 42694 325 49999 49676
"326" 326 99674 83880 600 1.1626 94264 291 548 26 292 8 291 42734 6974 9 6973 42694 326 49999 49675
"327" 327 99673 74975 602 1.1703 18378 216 418 26 292 9 292 42734 6973 9 6973 42693 327 49999 49674
"328" 328 99672 57161 604 0.89147 74975 327 602 26 293 9 293 42734 6972 9 6972 42693 328 49999 49673
"329" 329 99671 59411 606 0.80768 57161 328 604 26 294 9 294 42734 6971 9 6971 42693 329 49999 49672
"330" 330 99670 28896 608 1.0138 74975 327 602 26 295 9 295 42734 6970 9 6970 42693 330 49999 49671
"331" 331 99669 11038 610 0.26287 28896 330 608 26 296 9 296 42733 6970 9 6970 42692 331 49999 49670
"332" 332 99668 86283 612 0.61898 11038 331 610 26 297 9 297 42733 6969 9 6969 42692 332 49999 49669
"333" 333 99667 48546 614 0.67937 86283 332 612 26 298 9 298 42733 6968 9 6968 42692 333 49999 49668
"334" 334 99666 60841 616 1.1766 57182 278 528 26 299 9 299 42732 6968 9 6968 42691 334 49999 49667
"335" 335 99665 44866 616 0.70777 60841 334 616 27 299 9 299 42731 6969 9 6969 42689 335 49999 49666
"336" 336 99664 38589 618 1.1855 81608 267 508 27 300 9 300 42731 6968 9 6968 42689 336 49999 49665
"337" 337 99663 65041 620 0.92692 38589 336 618 27 301 9 301 42730 6968 9 6968 42688 337 49999 49664
"338" 338 99662 95265 622 0.54297 65041 337 620 27 302 9 302 42728 6969 9 6969 42686 338 49999 49663
"339" 339 99661 3133 624 0.37749 95265 338 622 27 303 9 302 42728 6969 10 6968 42685 339 49999 49662
"340" 340 99660 64244 624 1.0013 38589 336 618 28 303 9 302 42728 6969 10 6968 42684 340 49999 49661
"341" 341 99659 11236 626 0.81125 64244 340 624 28 304 9 303 42728 6968 10 6967 42684 341 49999 49660
"342" 342 99658 78581 628 0.89098 64244 340 624 28 305 9 303 42729 6967 11 6965 42684 342 49999 49659
"343" 343 99657 83510 630 0.39705 78581 342 628 28 306 9 304 42729 6966 11 6964 42684 343 49999 49658
"344" 344 99656 38018 632 0.26886 83510 343 630 28 307 9 305 42729 6965 11 6963 42684 344 49999 49657
"345" 345 99655 5008 632 0.93764 64244 340 624 29 307 9 305 42729 6965 11 6963 42683 345 49999 49656
"346" 346 99654 4908 634 0.91403 5008 345 632 29 308 9 306 42729 6964 11 6962 42683 346 49999 49655
"347" 347 99653 73460 636 1.0924 38018 344 632 29 309 9 307 42729 6963 11 6961 42683 347 49999 49654
"348" 348 99652 3608 638 1.0097 73460 347 636 29 310 9 307 42728 6964 12 6961 42681 348 49999 49653
"349" 349 99651 261 640 0.74343 3608 348 638 29 311 9 308 42727 6964 12 6961 42680 349 49999 49652
"350" 350 99650 85902 642 0.60226 261 349 640 29 312 9 309 42727 6963 12 6960 42680 350 49999 49651
"351" 351 99649 67883 644 0.58359 85902 350 642 29 313 9 310 42727 6962 12 6959 42680 351 49999 49650
"352" 352 99648 49799 646 0.72416 85902 350 642 29 314 9 311 42726 6962 12 6959 42679 352 49999 49649
"353" 353 99647 52653 648 0.66991 49799 352 646 29 315 9 312 42724 6963 12 6960 42677 353 49999 49648
"354" 354 99646 39960 650 0.79263 49799 352 646 29 316 9 313 42724 6962 12 6959 42677 354 49999 49647
"355" 355 99645 65055 652 0.79473 85902 350 642 29 317 9 314 42723 6962 12 6959 42676 355 49999 49646
"356" 356 99644 43787 654 0.84342 65055 355 652 29 318 9 314 42724 6961 13 6957 42676 356 49999 49645
"357" 357 99643 16018 656 0.84689 43787 356 654 29 319 9 315 42723 6961 13 6957 42675 357 49999 49644
"358" 358 99642 32265 658 0.86323 65055 355 652 29 320 9 316 42722 6961 13 6957 42674 358 49999 49643
"359" 359 99641 4698 660 1.0909 32265 358 658 29 321 9 317 42722 6960 13 6956 42674 359 49999 49642
"360" 360 99640 97504 662 0.62547 4698 359 660 29 322 9 318 42721 6960 13 6956 42673 360 49999 49641
"361" 361 99639 61025 664 0.89802 97504 360 662 29 323 9 319 42720 6960 13 6956 42672 361 49999 49640
"362" 362 99638 20403 666 0.70233 61025 361 664 29 324 9 320 42720 6959 13 6955 42672 362 49999 49639
"363" 363 99637 17152 666 0.31751 20403 362 666 30 324 9 320 42719 6960 13 6956 42670 363 49999 49638
"364" 364 99636 95788 668 0.73638 61025 361 664 30 325 9 321 42719 6959 13 6955 42670 364 49999 49637
"365" 365 99635 23437 668 0.81702 61025 361 664 31 325 9 321 42719 6959 13 6955 42669 365 49999 49636
"366" 366 99634 74478 670 1.1486 17152 363 666 31 326 9 322 42717 6960 13 6956 42667 366 49999 49635
"367" 367 99633 14851 672 0.83259 74478 366 670 31 327 9 323 42717 6959 13 6955 42667 367 49999 49634
"368" 368 99632 93127 674 0.80755 14851 367 672 31 328 9 324 42716 6959 13 6955 42666 368 49999 49633
"369" 369 99631 40878 676 0.84734 14851 367 672 31 328 10 325 42717 6957 13 6954 42666 369 49999 49632
"370" 370 99630 57106 678 1.101 40878 369 676 31 329 10 326 42716 6957 13 6954 42665 370 49999 49631
"371" 371 99629 67746 680 1.0162 57106 370 678 31 330 10 327 42715 6957 13 6954 42664 371 49999 49630
"372" 372 99628 17790 682 0.62437 67746 371 680 31 331 10 328 42715 6956 13 6953 42664 372 49999 49629
"373" 373 99627 77200 684 1.18 40878 369 676 31 332 10 329 42714 6956 13 6953 42663 373 49999 49628
"374" 374 99626 92463 686 1.1663 77200 373 684 31 333 10 330 42714 6955 13 6952 42663 374 49999 49627
"375" 375 99625 60238 688 1.1665 92463 374 686 31 334 10 331 42714 6954 13 6951 42663 375 49999 49626
"376" 376 99624 57251 690 1.1861 11238 240 460 31 335 10 332 42713 6954 13 6951 42662 376 49999 49625
"377" 377 99623 42615 692 1.1181 57251 376 690 31 336 10 333 42712 6954 13 6951 42661 377 49999 49624
"378" 378 99622 75072 692 1.1944 52670 139 274 32 336 10 333 42712 6954 13 6951 42660 378 49999 49623
"379" 379 99621 23418 694 1.2003 59209 186 360 32 337 10 334 42711 6954 13 6951 42659 379 49999 49622
"380" 380 99620 76719 694 1.1456 23418 379 694 33 337 10 334 42711 6954 13 6951 42658 380 49999 49621
"381" 381 99619 24557 694 0.82247 76719 380 694 34 337 10 334 42711 6954 13 6951 42657 381 49999 49620
"382" 382 99618 67359 696 0.50209 24557 381 694 34 338 10 335 42711 6953 13 6950 42657 382 49999 49619
"383" 383 99617 14755 698 0.90487 76719 380 694 34 339 10 336 42710 6953 13 6950 42656 383 49999 49618
"384" 384 99616 10662 700 0.88518 14755 383 698 34 340 10 337 42710 6952 13 6949 42656 384 49999 49617
"385" 385 99615 56362 702 0.54627 10662 384 700 34 341 10 338 42709 6952 13 6949 42655 385 49999 49616
"386" 386 99614 57163 704 0.76461 56362 385 702 34 341 11 339 42710 6950 13 6948 42655 386 49999 49615
"387" 387 99613 7401 706 0.74855 57163 386 704 34 342 11 340 42708 6951 13 6949 42653 387 49999 49614
"388" 388 99612 17795 708 1.1897 23418 379 694 34 343 11 341 42707 6951 13 6949 42652 388 49999 49613
"389" 389 99611 84556 710 1.2008 43835 287 542 34 344 11 342 42705 6952 13 6950 42650 389 49999 49612
"390" 390 99610 14215 712 1.1965 84556 389 710 34 345 11 342 42706 6951 14 6948 42650 390 49999 49611
"391" 391 99609 59779 714 1.2009 30173 274 522 34 346 11 343 42704 6952 14 6949 42648 391 49999 49610
"392" 392 99608 44626 714 1.0948 59779 391 714 35 346 11 343 42705 6951 14 6948 42648 392 49999 49609
"393" 393 99607 74480 716 1.201 67438 298 560 35 347 11 344 42704 6951 14 6948 42647 393 49999 49608
"394" 394 99606 87850 718 1.2024 44626 392 714 35 348 11 345 42703 6951 14 6948 42646 394 49999 49607
"395" 395 99605 82269 720 0.58122 87850 394 718 35 349 11 346 42701 6952 14 6949 42644 395 49999 49606
"396" 396 99604 83885 722 0.47239 82269 395 720 35 350 11 347 42701 6951 14 6948 42644 396 49999 49605
"397" 397 99603 82614 724 0.60472 83885 396 722 35 351 11 348 42701 6950 14 6947 42644 397 49999 49604
"398" 398 99602 67852 726 0.83869 82614 397 724 35 352 11 349 42701 6949 14 6946 42644 398 49999 49603
"399" 399 99601 80459 728 0.87854 87850 394 718 35 353 11 350 42699 6950 14 6947 42642 399 49999 49602
"400" 400 99600 43530 730 1.0951 80459 399 728 35 354 11 351 42698 6950 14 6947 42641 400 49999 49601
"401" 401 99599 45513 732 1.2027 92463 374 686 35 355 11 352 42698 6949 14 6946 42641 401 49999 49600
"402" 402 99598 22222 734 0.90185 45513 401 732 35 356 11 353 42697 6949 14 6946 42640 402 49999 49599
"403" 403 99597 95797 732 0.95553 22222 402 734 37 355 11 352 42698 6949 14 6946 42639 403 49999 49598
"404" 404 99596 41860 734 1.129 95797 403 732 37 356 11 353 42697 6949 14 6946 42638 404 49999 49597
"405" 405 99595 54133 736 1.0872 41860 404 734 37 357 11 354 42697 6948 14 6945 42638 405 49999 49596
"406" 406 99594 78346 738 0.91333 54133 405 736 37 358 11 355 42697 6947 14 6944 42638 406 49999 49595
"407" 407 99593 47051 738 1.2172 44627 323 598 38 358 11 355 42697 6947 14 6944 42637 407 49999 49594
"408" 408 99592 58604 740 0.64277 47051 407 738 38 359 11 356 42696 6947 14 6944 42636 408 49999 49593
"409" 409 99591 32526 742 1.2206 18374 91 180 38 360 11 357 42696 6946 14 6943 42636 409 49999 49592
"410" 410 99590 23415 744 0.80453 32526 409 742 38 361 11 358 42695 6946 14 6943 42635 410 49999 49591
"411" 411 99589 97208 746 1.2229 5007 168 330 38 362 11 359 42695 6945 14 6942 42635 411 49999 49590
"412" 412 99588 4097 748 1.2328 65055 355 652 38 363 11 360 42694 6945 14 6942 42634 412 49999 49589
"413" 413 99587 36435 750 1.2342 57161 328 604 38 364 11 361 42693 6945 14 6942 42633 413 49999 49588
"414" 414 99586 68821 752 1.236 4908 346 634 38 365 11 362 42692 6945 14 6942 42632 414 49999 49587
"415" 415 99585 12311 754 0.70764 68821 414 752 38 366 11 363 42692 6944 14 6941 42632 415 49999 49586
"416" 416 99584 6504 756 0.59064 12311 415 754 38 367 11 364 42692 6943 14 6940 42632 416 49999 49585
"417" 417 99583 16744 758 1.0702 6504 416 756 38 368 11 365 42692 6942 14 6939 42632 417 49999 49584
"418" 418 99582 51893 758 1.1218 6504 416 756 39 368 11 365 42692 6942 14 6939 42631 418 49999 49583
"419" 419 99581 18426 760 0.64258 51893 418 758 39 369 11 366 42691 6942 14 6939 42630 419 49999 49582
"420" 420 99580 82670 762 1.0589 18426 419 760 39 370 11 367 42691 6941 14 6938 42630 420 49999 49581
"421" 421 99579 50113 764 0.64907 82670 420 762 39 371 11 368 42691 6940 14 6937 42630 421 49999 49580
"422" 422 99578 254 764 0.68857 50113 421 764 40 371 11 368 42692 6939 14 6936 42630 422 49999 49579
"423" 423 99577 66174 766 0.94131 254 422 764 40 372 11 369 42692 6938 14 6935 42630 423 49999 49578
"424" 424 99576 87812 768 1.0951 18426 419 760 40 373 11 371 42691 6937 13 6935 42630 424 49999 49577
"425" 425 99575 71452 770 0.94279 87812 424 768 40 374 11 372 42691 6936 13 6934 42630 425 49999 49576
"426" 426 99574 27148 772 0.35248 71452 425 770 40 375 11 373 42690 6936 13 6934 42629 426 49999 49575
"427" 427 99573 56363 772 1.1354 254 422 764 41 375 11 373 42690 6936 13 6934 42628 427 49999 49574
"428" 428 99572 3611 772 0.6079 56363 427 772 42 375 11 373 42691 6935 13 6933 42628 428 49999 49573
"429" 429 99571 23856 774 1.1624 254 422 764 42 376 11 374 42691 6934 13 6932 42628 429 49999 49572
"430" 430 99570 45236 776 1.1438 23856 429 774 42 377 11 375 42690 6934 13 6932 42627 430 49999 49571
"431" 431 99569 4894 778 0.44327 45236 430 776 42 378 11 376 42690 6933 13 6931 42627 431 49999 49570
"432" 432 99568 50843 780 0.76324 4894 431 778 42 379 11 377 42689 6933 13 6931 42626 432 49999 49569
"433" 433 99567 67736 782 0.8485 50843 432 780 42 380 11 378 42689 6932 13 6930 42626 433 49999 49568
"434" 434 99566 35155 784 0.66116 67736 433 782 42 381 11 379 42687 6933 13 6931 42624 434 49999 49567
"435" 435 99565 83588 786 0.90635 50843 432 780 42 381 12 380 42687 6932 13 6931 42623 435 49999 49566
"436" 436 99564 49168 788 1.1555 83588 435 786 42 381 13 381 42686 6932 13 6932 42621 436 49999 49565
"437" 437 99563 67876 790 0.85318 49168 436 788 42 382 13 382 42686 6931 13 6931 42621 437 49999 49564
"438" 438 99562 52634 788 1.168 49168 436 788 44 381 13 381 42687 6931 13 6931 42620 438 49999 49563
"439" 439 99561 63919 790 1.0108 52634 438 788 44 382 13 382 42685 6932 13 6932 42618 439 49999 49562
"440" 440 99560 58463 792 0.84883 63919 439 790 44 383 13 383 42685 6931 13 6931 42618 440 49999 49561
"441" 441 99559 19151 794 1.1156 58463 440 792 44 384 13 384 42685 6930 13 6930 42618 441 49999 49560
"442" 442 99558 90854 796 1.1796 27148 426 772 44 385 13 385 42684 6930 13 6930 42617 442 49999 49559
"443" 443 99557 46530 798 0.95433 90854 442 796 44 386 13 387 42683 6929 12 6930 42617 443 49999 49558
"444" 444 99556 90616 800 1.0324 46530 443 798 44 387 13 388 42682 6929 12 6930 42616 444 49999 49557
"445" 445 99555 65039 802 1.2203 66174 423 766 44 388 13 389 42682 6928 12 6929 42616 445 49999 49556
"446" 446 99554 10042 804 1.1437 65039 445 802 44 389 13 390 42682 6927 12 6928 42616 446 49999 49555
"447" 447 99553 6457 806 1.229 19151 441 794 44 390 13 391 42681 6927 12 6928 42615 447 49999 49554
"448" 448 99552 76791 808 1.2409 27998 224 432 44 391 13 392 42680 6927 12 6928 42614 448 49999 49553
"449" 449 99551 40272 810 1.2414 70347 201 388 44 392 13 392 42680 6927 13 6927 42613 449 49999 49552
"450" 450 99550 78267 812 0.98481 40272 449 810 44 393 13 393 42679 6927 13 6927 42612 450 49999 49551
"451" 451 99549 11208 814 1.1585 78267 450 812 44 394 13 393 42679 6927 14 6926 42611 451 49999 49550
"452" 452 99548 16524 816 0.93677 11208 451 814 44 395 13 394 42678 6927 14 6926 42610 452 49999 49549
"453" 453 99547 49166 818 1.0311 16524 452 816 44 396 13 395 42678 6926 14 6925 42610 453 49999 49548
"454" 454 99546 59285 820 1.1952 49166 453 818 44 397 13 396 42678 6925 14 6924 42610 454 49999 49547
"455" 455 99545 18631 822 1.1762 59285 454 820 44 398 13 397 42678 6924 14 6923 42610 455 49999 49546
"456" 456 99544 81605 824 1.2463 4897 319 592 44 399 13 398 42677 6924 14 6923 42609 456 49999 49545
"457" 457 99543 7637 826 0.91414 81605 456 824 44 400 13 399 42677 6923 14 6922 42609 457 49999 49544
"458" 458 99542 76779 828 0.695 7637 457 826 44 401 13 400 42676 6923 14 6922 42608 458 49999 49543
"459" 459 99541 87878 830 0.67649 76779 458 828 44 402 13 401 42675 6923 14 6922 42607 459 49999 49542
"460" 460 99540 63541 832 1.1604 81605 456 824 44 403 13 402 42675 6922 14 6921 42607 460 49999 49541
"461" 461 99539 61642 834 1.1707 81605 456 824 44 404 13 403 42674 6922 14 6921 42606 461 49999 49540
"462" 462 99538 76731 834 1.2489 6504 416 756 45 404 13 403 42674 6922 14 6921 42605 462 49999 49539
"463" 463 99537 52470 834 1.2542 81608 267 508 46 404 13 403 42674 6922 14 6921 42604 463 49999 49538
"464" 464 99536 82613 834 1.2558 43530 400 730 47 404 13 403 42674 6922 14 6921 42603 464 49999 49537
"465" 465 99535 59408 836 1.2577 73460 347 636 47 405 13 404 42673 6922 14 6921 42602 465 49999 49536
"466" 466 99534 28897 836 1.2701 7637 457 826 48 405 13 404 42674 6921 14 6920 42602 466 49999 49535
"467" 467 99533 92781 838 0.76444 28897 466 836 48 406 13 405 42674 6920 14 6919 42602 467 49999 49534
"468" 468 99532 18124 840 1.2571 92781 467 838 48 407 13 406 42672 6921 14 6920 42600 468 49999 49533
"469" 469 99531 84863 840 1.2358 18124 468 840 49 407 13 406 42672 6921 14 6920 42599 469 49999 49532
"470" 470 99530 46848 842 0.91901 84863 469 840 49 408 13 407 42672 6920 14 6919 42599 470 49999 49531
"471" 471 99529 23406 844 1.1423 84863 469 840 49 409 13 408 42671 6920 14 6919 42598 471 49999 49530
"472" 472 99528 65656 846 0.35771 23406 471 844 49 410 13 409 42670 6920 14 6919 42597 472 49999 49529
"473" 473 99527 250 846 1.0919 65656 472 846 50 410 13 409 42670 6920 14 6919 42596 473 49999 49528
"474" 474 99526 42623 848 0.71676 250 473 846 50 411 13 410 42670 6919 14 6918 42596 474 49999 49527
"475" 475 99525 63138 850 0.81133 42623 474 848 50 412 13 411 42670 6918 14 6917 42596 475 49999 49526
"476" 476 99524 44614 852 1.0338 250 473 846 50 413 13 412 42670 6917 14 6916 42596 476 49999 49525
"477" 477 99523 23853 854 0.82475 44614 476 852 50 414 13 413 42668 6918 14 6917 42594 477 49999 49524
"478" 478 99522 97723 856 0.79609 23853 477 854 50 415 13 414 42668 6917 14 6916 42594 478 49999 49523
"479" 479 99521 25222 858 0.28006 97723 478 856 50 416 13 415 42667 6917 14 6916 42593 479 49999 49522
"480" 480 99520 42628 860 1.0222 25222 479 858 50 417 13 416 42667 6916 14 6915 42593 480 49999 49521
"481" 481 99519 93287 862 1.0319 42628 480 860 50 418 13 417 42667 6915 14 6914 42593 481 49999 49520
"482" 482 99518 70109 864 0.37729 93287 481 862 50 419 13 418 42666 6915 14 6914 42592 482 49999 49519
"483" 483 99517 70015 866 1.0362 42628 480 860 50 420 13 419 42665 6915 14 6914 42591 483 49999 49518
"484" 484 99516 94493 868 1.1125 70015 483 866 50 421 13 420 42665 6914 14 6913 42591 484 49999 49517
"485" 485 99515 79706 870 1.1567 63138 475 850 50 422 13 421 42664 6914 14 6913 42590 485 49999 49516
"486" 486 99514 96683 872 1.1043 79706 485 870 50 423 13 422 42663 6914 14 6913 42589 486 49999 49515
"487" 487 99513 16120 874 0.92183 96683 486 872 50 424 13 423 42662 6914 14 6913 42588 487 49999 49514
"488" 488 99512 67745 874 1.0952 96683 486 872 51 424 13 423 42661 6915 14 6914 42586 488 49999 49513
"489" 489 99511 43762 874 0.20632 67745 488 874 52 424 13 423 42660 6916 14 6915 42584 489 49999 49512
