"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"490" 490 99510 64313 876 0.74869 43762 489 874 52 425 13 424 42659 6916 14 6915 42583 490 49999 49511
"491" 491 99509 62105 878 0.8226 64313 490 876 52 426 13 425 42659 6915 14 6914 42583 491 49999 49510
"492" 492 99508 50852 880 0.5777 62105 491 878 52 427 13 426 42659 6914 14 6913 42583 492 49999 49509
"493" 493 99507 50842 880 1.1809 84863 469 840 53 427 13 426 42659 6914 14 6913 42582 493 49999 49508
"494" 494 99506 30176 882 0.97035 50842 493 880 53 428 13 427 42658 6914 14 6913 42581 494 49999 49507
"495" 495 99505 91790 884 1.0816 50842 493 880 53 429 13 428 42658 6913 14 6912 42581 495 49999 49506
"496" 496 99504 24564 886 1.2434 70015 483 866 53 430 13 428 42658 6913 15 6911 42580 496 49999 49505
"497" 497 99503 51764 888 0.9642 24564 496 886 53 431 13 429 42657 6913 15 6911 42579 497 49999 49504
"498" 498 99502 64254 890 1.2736 43530 400 730 53 432 13 430 42655 6914 15 6912 42577 498 49999 49503
"499" 499 99501 86862 892 0.72328 64254 498 890 53 433 13 431 42653 6915 15 6913 42575 499 49999 49502
"500" 500 99500 85374 894 0.62312 86862 499 892 53 434 13 432 42652 6915 15 6913 42574 500 49999 49501
"501" 501 99499 86857 896 1.1241 86862 499 892 53 435 13 433 42652 6914 15 6912 42574 501 49999 49500
"502" 502 99498 22218 898 0.91038 86857 501 896 53 436 13 434 42651 6914 15 6912 42573 502 49999 49499
"503" 503 99497 16943 900 1.2771 65045 81 160 53 437 13 435 42651 6913 15 6911 42573 503 49999 49498
"504" 504 99496 18200 900 1.2825 67359 382 696 54 437 13 435 42652 6912 15 6910 42573 504 49999 49497
"505" 505 99495 14342 902 1.2831 52634 438 788 54 438 13 436 42651 6912 15 6910 42572 505 49999 49496
"506" 506 99494 83837 904 1.2834 74480 393 716 54 439 13 437 42650 6912 15 6910 42571 506 49999 49495
"507" 507 99493 64587 906 1.2872 36435 413 750 54 440 13 438 42650 6911 15 6909 42571 507 49999 49494
"508" 508 99492 65232 908 1.2915 6457 447 806 54 441 13 439 42649 6911 15 6909 42570 508 49999 49493
"509" 509 99491 22221 908 1.0112 65232 508 908 55 441 13 439 42649 6911 15 6909 42569 509 49999 49492
"510" 510 99490 23413 910 0.97741 22221 509 908 55 442 13 440 42648 6911 15 6909 42568 510 49999 49491
"511" 511 99489 87837 912 1.1001 23413 510 910 55 443 13 441 42647 6911 15 6909 42567 511 49999 49490
"512" 512 99488 82544 912 1.1469 22221 509 908 56 443 13 441 42648 6910 15 6908 42567 512 49999 49489
"513" 513 99487 89386 914 0.79836 82544 512 912 56 444 13 442 42648 6909 15 6907 42567 513 49999 49488
"514" 514 99486 67882 914 1.2746 22221 509 908 57 444 13 442 42647 6910 15 6908 42565 514 49999 49487
"515" 515 99485 2747 916 0.85117 67882 514 914 57 445 13 443 42647 6909 15 6907 42565 515 49999 49486
"516" 516 99484 49495 918 0.98557 67882 514 914 57 445 14 444 42647 6908 15 6907 42564 516 49999 49485
"517" 517 99483 43408 918 0.82952 49495 516 918 58 445 14 444 42648 6907 15 6906 42564 517 49999 49484
"518" 518 99482 87901 920 0.89842 43408 517 918 58 446 14 445 42647 6907 15 6906 42563 518 49999 49483
"519" 519 99481 8528 922 1.2272 43408 517 918 58 447 14 446 42646 6907 15 6906 42562 519 49999 49482
"520" 520 99480 2313 924 1.281 82544 512 912 58 448 14 447 42644 6908 15 6907 42560 520 49999 49481
"521" 521 99479 60599 926 1.003 2313 520 924 58 449 14 448 42643 6908 15 6907 42559 521 49999 49480
"522" 522 99478 19149 928 1.1665 2313 520 924 58 450 14 449 42643 6907 15 6906 42559 522 49999 49479
"523" 523 99477 57159 930 1.1301 19149 522 928 58 451 14 450 42642 6907 15 6906 42558 523 49999 49478
"524" 524 99476 3339 932 0.98166 57159 523 930 58 452 14 451 42642 6906 15 6905 42558 524 49999 49477
"525" 525 99475 52441 934 1.1815 60599 521 926 58 453 14 452 42642 6905 15 6904 42558 525 49999 49476
"526" 526 99474 94538 936 1.1838 3339 524 932 58 453 15 453 42643 6903 15 6903 42558 526 49999 49475
"527" 527 99473 91020 938 1.2926 11205 63 126 58 454 15 454 42642 6903 15 6903 42557 527 49999 49474
"528" 528 99472 44711 940 0.71146 91020 527 938 58 455 15 455 42642 6902 15 6902 42557 528 49999 49473
"529" 529 99471 17448 942 1.0249 44711 528 940 58 456 15 456 42641 6902 15 6902 42556 529 49999 49472
"530" 530 99470 62392 944 1.2947 52634 438 788 58 457 15 457 42639 6903 15 6903 42554 530 49999 49471
"531" 531 99469 36527 946 1.2951 3591 122 240 58 458 15 458 42638 6903 15 6903 42553 531 49999 49470
"532" 532 99468 64760 948 1.2969 95265 338 622 58 459 15 459 42637 6903 15 6903 42552 532 49999 49469
"533" 533 99467 95664 950 1.2997 10042 446 804 58 460 15 460 42637 6902 15 6902 42552 533 49999 49468
"534" 534 99466 74195 952 1.1703 95664 533 950 58 461 15 461 42636 6902 15 6902 42551 534 49999 49467
"535" 535 99465 97203 954 1.1925 74195 534 952 58 462 15 462 42635 6902 15 6902 42550 535 49999 49466
"536" 536 99464 14174 956 1.2583 97203 535 954 58 463 15 463 42634 6902 15 6902 42549 536 49999 49465
"537" 537 99463 78290 958 1.0497 14174 536 956 58 464 15 464 42633 6902 15 6902 42548 537 49999 49464
"538" 538 99462 55761 960 0.48286 78290 537 958 58 465 15 465 42632 6902 15 6902 42547 538 49999 49463
"539" 539 99461 16971 962 0.47396 55761 538 960 58 466 15 465 42633 6901 16 6900 42547 539 49999 49462
"540" 540 99460 91583 962 1.17 55761 538 960 59 466 15 465 42634 6900 16 6899 42547 540 49999 49461
"541" 541 99459 29028 962 0.61338 91583 540 962 60 466 15 465 42634 6900 16 6899 42546 541 49999 49460
"542" 542 99458 13926 964 0.79861 91583 540 962 60 467 15 466 42633 6900 16 6899 42545 542 49999 49459
"543" 543 99457 82267 966 1.2689 74195 534 952 60 468 15 467 42632 6900 16 6899 42544 543 49999 49458
"544" 544 99456 7507 968 0.45113 82267 543 966 60 469 15 468 42630 6901 16 6900 42542 544 49999 49457
"545" 545 99455 11250 970 0.65723 82267 543 966 60 470 15 469 42630 6900 16 6899 42542 545 49999 49456
"546" 546 99454 3197 972 0.79145 11250 545 970 60 471 15 470 42630 6899 16 6898 42542 546 49999 49455
"547" 547 99453 85908 974 0.31561 3197 546 972 60 472 15 471 42629 6899 16 6898 42541 547 49999 49454
"548" 548 99452 55751 976 0.82723 7507 544 968 60 473 15 472 42628 6899 16 6898 42540 548 49999 49453
"549" 549 99451 91780 978 1.169 11250 545 970 60 474 15 473 42628 6898 16 6897 42540 549 49999 49452
"550" 550 99450 35157 978 1.3002 57251 376 690 61 474 15 473 42629 6897 16 6896 42540 550 49999 49451
"551" 551 99449 89988 980 1.121 35157 550 978 61 475 15 474 42628 6897 16 6896 42539 551 49999 49450
"552" 552 99448 42101 982 0.89267 89988 551 980 61 476 15 475 42626 6898 16 6897 42537 552 49999 49449
"553" 553 99447 11209 982 0.51274 42101 552 982 62 476 15 475 42626 6898 16 6897 42536 553 49999 49448
"554" 554 99446 17268 984 1.1681 35157 550 978 62 477 15 476 42626 6897 16 6896 42536 554 49999 49447
"555" 555 99445 63346 986 1.3019 5007 168 330 62 478 15 477 42626 6896 16 6895 42536 555 49999 49446
"556" 556 99444 30177 986 0.75773 63346 555 986 63 478 15 477 42627 6895 16 6894 42536 556 49999 49445
"557" 557 99443 31636 988 0.22504 30177 556 986 63 479 15 478 42626 6895 16 6894 42535 557 49999 49444
"558" 558 99442 26134 990 0.22139 31636 557 988 63 480 15 479 42624 6896 16 6895 42533 558 49999 49443
"559" 559 99441 12332 992 0.68517 30177 556 986 63 481 15 480 42624 6895 16 6894 42533 559 49999 49442
"560" 560 99440 7831 994 0.82632 12332 559 992 63 482 15 481 42624 6894 16 6893 42533 560 49999 49441
"561" 561 99439 67166 996 0.75534 7831 560 994 63 483 15 482 42623 6894 16 6893 42532 561 49999 49440
"562" 562 99438 8247 998 0.84178 7831 560 994 63 484 15 483 42621 6895 16 6894 42530 562 49999 49439
"563" 563 99437 61227 1000 0.99868 12332 559 992 63 485 15 484 42620 6895 16 6894 42529 563 49999 49438
"564" 564 99436 22234 1002 0.58205 61227 563 1000 63 486 15 485 42619 6895 16 6894 42528 564 49999 49437
"565" 565 99435 19872 1004 0.83674 22234 564 1002 63 487 15 486 42618 6895 16 6894 42527 565 49999 49436
"566" 566 99434 67942 1006 1.0613 19872 565 1004 63 488 15 486 42618 6895 17 6893 42526 566 49999 49435
"567" 567 99433 52333 1008 1.0861 67166 561 996 63 489 15 487 42617 6895 17 6893 42525 567 49999 49434
"568" 568 99432 23536 1010 0.8343 52333 567 1008 63 490 15 488 42615 6896 17 6894 42523 568 49999 49433
"569" 569 99431 44718 1012 0.89921 52333 567 1008 63 491 15 489 42614 6896 17 6894 42522 569 49999 49432
"570" 570 99430 34084 1014 0.97357 44718 569 1012 63 492 15 490 42613 6896 17 6894 42521 570 49999 49431
"571" 571 99429 16650 1016 1.0907 23536 568 1010 63 493 15 491 42613 6895 17 6893 42521 571 49999 49430
"572" 572 99428 62208 1018 1.1578 67942 566 1006 63 494 15 492 42612 6895 17 6893 42520 572 49999 49429
"573" 573 99427 94789 1020 1.1641 61227 563 1000 63 495 15 493 42610 6896 17 6894 42518 573 49999 49428
"574" 574 99426 60795 1022 1.1923 94789 573 1020 63 496 15 494 42609 6896 17 6894 42517 574 49999 49427
"575" 575 99425 35689 1024 1.2281 12332 559 992 63 497 15 495 42609 6895 17 6893 42517 575 49999 49426
"576" 576 99424 59491 1026 0.60201 35689 575 1024 63 498 15 496 42608 6895 17 6893 42516 576 49999 49425
"577" 577 99423 6509 1028 1.2282 44718 569 1012 63 499 15 497 42608 6894 17 6892 42516 577 49999 49424
"578" 578 99422 86854 1030 0.75445 6509 577 1028 63 500 15 498 42607 6894 17 6892 42515 578 49999 49423
"579" 579 99421 84866 1032 1.0327 86854 578 1030 63 500 16 499 42608 6892 17 6891 42515 579 49999 49422
"580" 580 99420 84084 1034 0.66674 84866 579 1032 63 501 16 500 42608 6891 17 6890 42515 580 49999 49421
"581" 581 99419 24138 1036 0.90141 84084 580 1034 63 502 16 501 42607 6891 17 6890 42514 581 49999 49420
"582" 582 99418 6453 1038 0.62696 24138 581 1036 63 503 16 502 42607 6890 17 6889 42514 582 49999 49419
"583" 583 99417 41585 1040 0.70922 6453 582 1038 63 504 16 503 42606 6890 17 6889 42513 583 49999 49418
"584" 584 99416 90852 1042 0.61891 41585 583 1040 63 505 16 504 42605 6890 17 6889 42512 584 49999 49417
"585" 585 99415 11212 1044 0.8609 90852 584 1042 63 506 16 505 42605 6889 17 6888 42512 585 49999 49416
"586" 586 99414 34777 1046 0.46335 11212 585 1044 63 507 16 506 42605 6888 17 6887 42512 586 49999 49415
"587" 587 99413 62317 1048 0.90482 11212 585 1044 63 508 16 507 42605 6887 17 6886 42512 587 49999 49414
"588" 588 99412 23495 1050 0.92763 6453 582 1038 63 509 16 507 42606 6886 18 6884 42512 588 49999 49413
"589" 589 99411 52666 1052 0.87966 23495 588 1050 63 510 16 508 42606 6885 18 6883 42512 589 49999 49412
"590" 590 99410 37088 1054 0.46452 52666 589 1052 63 511 16 509 42606 6884 18 6882 42512 590 49999 49411
"591" 591 99409 79253 1056 1.0566 34777 586 1046 63 512 16 510 42605 6884 18 6882 42511 591 49999 49410
"592" 592 99408 36437 1058 1.0817 23495 588 1050 63 513 16 511 42603 6885 18 6883 42509 592 49999 49409
"593" 593 99407 93141 1060 1.0823 84866 579 1032 63 514 16 512 42601 6886 18 6884 42507 593 49999 49408
"594" 594 99406 5011 1062 0.6685 93141 593 1060 63 515 16 513 42600 6886 18 6884 42506 594 49999 49407
"595" 595 99405 62207 1062 0.89106 5011 594 1062 64 515 16 513 42600 6886 18 6884 42505 595 49999 49406
"596" 596 99404 5043 1062 1.0277 5011 594 1062 65 515 16 513 42601 6885 18 6883 42505 596 49999 49405
"597" 597 99403 91078 1064 0.77974 5043 596 1062 65 516 16 514 42599 6886 18 6884 42503 597 49999 49404
"598" 598 99402 67361 1066 1.0728 62207 595 1062 65 517 16 515 42599 6885 18 6883 42503 598 49999 49403
"599" 599 99401 15315 1066 0.59218 67361 598 1066 66 517 16 515 42599 6885 18 6883 42502 599 49999 49402
"600" 600 99400 90464 1068 0.47463 15315 599 1066 66 518 16 516 42598 6885 18 6883 42501 600 49999 49401
"601" 601 99399 87128 1068 0.8015 90464 600 1068 67 518 16 516 42598 6885 18 6883 42500 601 49999 49400
"602" 602 99398 94790 1068 0.64742 87128 601 1068 68 518 16 516 42599 6884 18 6882 42500 602 49999 49399
"603" 603 99397 79713 1070 0.73275 87128 601 1068 68 519 16 517 42599 6883 18 6881 42500 603 49999 49398
"604" 604 99396 44248 1072 0.45475 79713 603 1070 68 520 16 518 42598 6883 18 6881 42499 604 49999 49397
"605" 605 99395 92461 1074 0.94155 90464 600 1068 68 521 16 519 42596 6884 18 6882 42497 605 49999 49396
"606" 606 99394 26101 1076 0.78631 92461 605 1074 68 522 16 520 42594 6885 18 6883 42495 606 49999 49395
"607" 607 99393 50061 1078 0.88039 26101 606 1076 68 523 16 521 42592 6886 18 6884 42493 607 49999 49394
"608" 608 99392 24552 1080 1.0119 44248 604 1072 68 524 16 522 42591 6886 18 6884 42492 608 49999 49393
"609" 609 99391 76416 1082 1.1065 5011 594 1062 68 525 16 523 42590 6886 18 6884 42491 609 49999 49392
"610" 610 99390 87840 1082 1.1079 62317 587 1048 69 525 16 523 42591 6885 18 6883 42491 610 49999 49391
"611" 611 99389 17791 1082 0.59319 87840 610 1082 70 525 16 523 42592 6884 18 6882 42491 611 49999 49390
"612" 612 99388 20394 1084 1.1713 91078 597 1064 70 526 16 524 42591 6884 18 6882 42490 612 49999 49389
"613" 613 99387 84782 1086 1.099 20394 612 1084 70 527 16 525 42590 6884 18 6882 42489 613 49999 49388
"614" 614 99386 70057 1088 1.1914 24552 608 1080 70 528 16 526 42588 6885 18 6883 42487 614 49999 49387
"615" 615 99385 8128 1090 0.95337 70057 614 1088 70 529 16 527 42588 6884 18 6882 42487 615 49999 49386
"616" 616 99384 52473 1092 0.69503 8128 615 1090 70 530 16 528 42587 6884 18 6882 42486 616 49999 49385
"617" 617 99383 81265 1092 0.68546 52473 616 1092 71 530 16 527 42589 6883 19 6880 42486 617 49999 49384
"618" 618 99382 18206 1092 0.63734 81265 617 1092 72 530 16 527 42590 6882 19 6879 42486 618 49999 49383
"619" 619 99381 28890 1094 0.76099 18206 618 1092 72 531 16 528 42589 6882 19 6879 42485 619 49999 49382
"620" 620 99380 24132 1096 0.84014 28890 619 1094 72 532 16 529 42589 6881 19 6878 42485 620 49999 49381
"621" 621 99379 98972 1098 0.93555 24132 620 1096 72 533 16 530 42589 6880 19 6877 42485 621 49999 49380
"622" 622 99378 56378 1100 1.1447 70057 614 1088 72 534 16 531 42588 6880 19 6877 42484 622 49999 49379
"623" 623 99377 67356 1102 0.91003 56378 622 1100 72 535 16 532 42588 6879 19 6876 42484 623 49999 49378
"624" 624 99376 94796 1104 0.29436 67356 623 1102 72 536 16 533 42587 6879 19 6876 42483 624 49999 49377
"625" 625 99375 4095 1106 1.067 56378 622 1100 72 537 16 534 42587 6878 19 6875 42483 625 49999 49376
"626" 626 99374 84783 1106 0.64022 4095 625 1106 73 537 16 534 42588 6877 19 6874 42483 626 49999 49375
"627" 627 99373 63163 1108 0.44647 84783 626 1106 73 538 16 535 42586 6878 19 6875 42481 627 49999 49374
"628" 628 99372 58642 1110 0.66398 84783 626 1106 73 539 16 536 42585 6878 19 6875 42480 628 49999 49373
"629" 629 99371 87841 1110 0.3423 58642 628 1110 74 539 16 536 42586 6877 19 6874 42480 629 49999 49372
"630" 630 99370 37102 1110 0.74281 87841 629 1110 75 539 16 535 42586 6878 20 6874 42478 630 49999 49371
"631" 631 99369 71502 1112 0.75151 58642 628 1110 75 540 16 536 42586 6877 20 6873 42478 631 49999 49370
"632" 632 99368 1337 1114 0.88732 87841 629 1110 75 541 16 536 42587 6876 21 6871 42478 632 49999 49369
"633" 633 99367 19595 1116 1.079 37102 630 1110 75 542 16 537 42586 6876 21 6871 42477 633 49999 49368
"634" 634 99366 54643 1118 0.29799 19595 633 1116 75 543 16 538 42585 6876 21 6871 42476 634 49999 49367
"635" 635 99365 7496 1120 1.1663 8128 615 1090 75 544 16 539 42584 6876 21 6871 42475 635 49999 49366
"636" 636 99364 51330 1120 1.2 7496 635 1120 76 544 16 539 42585 6875 21 6870 42475 636 49999 49365
"637" 637 99363 97281 1122 0.69146 51330 636 1120 76 545 16 540 42584 6875 21 6870 42474 637 49999 49364
"638" 638 99362 62221 1122 0.84416 97281 637 1122 77 545 16 540 42584 6875 21 6870 42473 638 49999 49363
"639" 639 99361 7500 1124 0.81962 62221 638 1122 77 546 16 541 42583 6875 21 6870 42472 639 49999 49362
"640" 640 99360 5044 1124 0.91175 97281 637 1122 78 546 16 541 42583 6875 21 6870 42471 640 49999 49361
"641" 641 99359 9001 1126 1.0092 7500 639 1124 78 547 16 542 42583 6874 21 6869 42471 641 49999 49360
"642" 642 99358 95801 1128 1.0174 7500 639 1124 78 548 16 543 42583 6873 21 6868 42471 642 49999 49359
"643" 643 99357 43852 1130 1.121 62221 638 1122 78 549 16 543 42584 6872 22 6866 42471 643 49999 49358
"644" 644 99356 62691 1132 1.2062 24132 620 1096 78 550 16 544 42584 6871 22 6865 42471 644 49999 49357
"645" 645 99355 63134 1134 0.8014 62691 644 1132 78 551 16 544 42585 6870 23 6863 42471 645 49999 49356
"646" 646 99354 84083 1134 0.33576 63134 645 1134 79 551 16 544 42586 6869 23 6862 42471 646 49999 49355
"647" 647 99353 25029 1136 1.1258 84083 646 1134 79 552 16 545 42584 6870 23 6863 42469 647 49999 49354
"648" 648 99352 60441 1138 0.71766 25029 647 1136 79 553 16 546 42584 6869 23 6862 42469 648 49999 49353
"649" 649 99351 8249 1140 1.092 25029 647 1136 79 553 17 547 42584 6868 23 6862 42468 649 49999 49352
"650" 650 99350 87815 1142 0.49092 8249 649 1140 79 554 17 548 42584 6867 23 6861 42468 650 49999 49351
"651" 651 99349 6515 1144 0.44583 87815 650 1142 79 555 17 549 42583 6867 23 6861 42467 651 49999 49350
"652" 652 99348 19448 1144 0.33611 6515 651 1144 80 555 17 549 42584 6866 23 6860 42467 652 49999 49349
"653" 653 99347 7081 1146 0.70293 87815 650 1142 80 556 17 550 42584 6865 23 6859 42467 653 49999 49348
"654" 654 99346 34689 1148 0.76625 19448 652 1144 80 557 17 551 42583 6865 23 6859 42466 654 49999 49347
"655" 655 99345 67889 1148 1.0713 8249 649 1140 81 557 17 551 42583 6865 23 6859 42465 655 49999 49346
"656" 656 99344 82549 1150 1.2179 67356 623 1102 81 558 17 552 42583 6864 23 6858 42465 656 49999 49345
"657" 657 99343 12315 1152 1.2208 20394 612 1084 81 559 17 553 42583 6863 23 6857 42465 657 49999 49344
"658" 658 99342 8850 1154 1.0054 12315 657 1152 81 560 17 554 42582 6863 23 6857 42464 658 49999 49343
"659" 659 99341 43760 1154 1.0308 8850 658 1154 82 560 17 554 42583 6862 23 6856 42464 659 49999 49342
"660" 660 99340 86856 1154 1.2581 67889 655 1148 83 560 17 554 42583 6862 23 6856 42463 660 49999 49341
"661" 661 99339 52657 1156 1.257 86856 660 1154 83 561 17 555 42581 6863 23 6857 42461 661 49999 49340
"662" 662 99338 16842 1158 0.98033 52657 661 1156 83 562 17 556 42581 6862 23 6856 42461 662 49999 49339
"663" 663 99337 27150 1160 0.88679 16842 662 1158 83 563 17 557 42581 6861 23 6855 42461 663 49999 49338
"664" 664 99336 5114 1162 1.2617 12315 657 1152 83 564 17 558 42580 6861 23 6855 42460 664 49999 49337
"665" 665 99335 45231 1164 0.58789 5114 664 1162 83 565 17 559 42580 6860 23 6854 42460 665 49999 49336
"666" 666 99334 23408 1166 0.70041 45231 665 1164 83 566 17 560 42580 6859 23 6853 42460 666 49999 49335
"667" 667 99333 22916 1168 0.84386 5114 664 1162 83 567 17 561 42578 6860 23 6854 42458 667 49999 49334
"668" 668 99332 52335 1170 0.66529 22916 667 1168 83 568 17 562 42577 6860 23 6854 42457 668 49999 49333
"669" 669 99331 61651 1172 0.91575 52335 668 1170 83 569 17 563 42575 6861 23 6855 42455 669 49999 49332
"670" 670 99330 91077 1172 0.80986 61651 669 1172 84 569 17 563 42575 6861 23 6855 42454 670 49999 49331
"671" 671 99329 69609 1174 1.0208 23408 666 1166 84 570 17 563 42575 6861 24 6854 42453 671 49999 49330
"672" 672 99328 93292 1176 1.2648 16650 571 1016 84 571 17 564 42574 6861 24 6854 42452 672 49999 49329
"673" 673 99327 14642 1178 0.78095 93292 672 1176 84 572 17 566 42573 6860 23 6854 42452 673 49999 49328
"674" 674 99326 19877 1180 1.04 14642 673 1178 84 573 17 566 42573 6860 24 6853 42451 674 49999 49327
"675" 675 99325 97207 1180 1.2673 91077 670 1172 85 573 17 566 42574 6859 24 6852 42451 675 49999 49326
"676" 676 99324 7068 1182 0.55881 97207 675 1180 85 574 17 567 42574 6858 24 6851 42451 676 49999 49325
"677" 677 99323 32279 1184 1.272 76416 609 1082 85 575 17 568 42574 6857 24 6850 42451 677 49999 49324
"678" 678 99322 72687 1186 0.68534 32279 677 1184 85 576 17 569 42572 6858 24 6851 42449 678 49999 49323
"679" 679 99321 72692 1188 1.2748 15315 599 1066 85 576 18 570 42572 6857 24 6851 42448 679 49999 49322
"680" 680 99320 27837 1190 0.86512 72692 679 1188 85 577 18 571 42572 6856 24 6850 42448 680 49999 49321
"681" 681 99319 60721 1192 0.41104 27837 680 1190 85 578 18 572 42571 6856 24 6850 42447 681 49999 49320
"682" 682 99318 50702 1194 1.0043 27837 680 1190 85 579 18 573 42570 6856 24 6850 42446 682 49999 49319
"683" 683 99317 95262 1196 0.96544 50702 682 1194 85 580 18 574 42569 6856 24 6850 42445 683 49999 49318
"684" 684 99316 13460 1198 1.0389 50702 682 1194 85 581 18 575 42569 6855 24 6849 42445 684 49999 49317
"685" 685 99315 78313 1200 0.62822 13460 684 1198 85 582 18 576 42567 6856 24 6850 42443 685 49999 49316
"686" 686 99314 104 1202 1.1826 13460 684 1198 85 583 18 577 42565 6857 24 6851 42441 686 49999 49315
"687" 687 99313 49789 1204 0.94801 104 686 1202 85 584 18 578 42564 6857 24 6851 42440 687 49999 49314
"688" 688 99312 48963 1206 0.85383 49789 687 1204 85 585 18 579 42564 6856 24 6850 42440 688 49999 49313
"689" 689 99311 47528 1208 1.0256 48963 688 1206 85 586 18 580 42564 6855 24 6849 42440 689 49999 49312
"690" 690 99310 23844 1210 1.2486 13460 684 1198 85 587 18 581 42564 6854 24 6848 42440 690 49999 49311
"691" 691 99309 59780 1210 0.81169 23844 690 1210 86 587 18 581 42565 6853 24 6847 42440 691 49999 49310
"692" 692 99308 35353 1212 1.2749 86856 660 1154 86 588 18 582 42565 6852 24 6846 42440 692 49999 49309
"693" 693 99307 48100 1214 1.2985 62208 572 1018 86 589 18 583 42565 6851 24 6845 42440 693 49999 49308
"694" 694 99306 48960 1216 1.0082 48100 693 1214 86 590 18 584 42564 6851 24 6845 42439 694 49999 49307
"695" 695 99305 63140 1218 0.68009 48960 694 1216 86 591 18 585 42564 6850 24 6844 42439 695 49999 49306
"696" 696 99304 16944 1218 0.98813 48960 694 1216 87 591 18 585 42564 6850 24 6844 42438 696 49999 49305
"697" 697 99303 60239 1218 1.0387 16944 696 1218 88 591 18 585 42564 6850 24 6844 42437 697 49999 49304
"698" 698 99302 24122 1218 1.1247 60239 697 1218 89 591 18 585 42564 6850 24 6844 42436 698 49999 49303
"699" 699 99301 46803 1220 0.55992 24122 698 1218 89 592 18 586 42564 6849 24 6843 42436 699 49999 49302
"700" 700 99300 41109 1222 1.1162 24122 698 1218 89 593 18 587 42564 6848 24 6842 42436 700 49999 49301
"701" 701 99299 12333 1222 1.212 41109 700 1222 90 594 17 587 42563 6849 24 6842 42435 701 49999 49300
"702" 702 99298 44870 1222 0.55422 12333 701 1222 91 594 17 587 42564 6848 24 6841 42435 702 49999 49299
"703" 703 99297 92466 1224 0.83595 44870 702 1222 91 595 17 588 42563 6848 24 6841 42434 703 49999 49298
"704" 704 99296 62913 1226 1.3048 91763 249 472 91 596 17 589 42562 6848 24 6841 42433 704 49999 49297
"705" 705 99295 82296 1228 1.3064 84549 271 516 91 597 17 590 42562 6847 24 6840 42433 705 49999 49296
"706" 706 99294 62915 1230 1.3065 14642 673 1178 91 598 17 591 42562 6846 24 6839 42433 706 49999 49295
"707" 707 99293 23319 1232 0.86292 62915 706 1230 91 599 17 592 42561 6846 24 6839 42432 707 49999 49294
"708" 708 99292 46113 1234 0.85012 23319 707 1232 91 600 17 593 42560 6846 24 6839 42431 708 49999 49293
"709" 709 99291 22118 1236 1.1267 46113 708 1234 91 601 17 594 42560 6845 24 6838 42431 709 49999 49292
"710" 710 99290 30300 1238 1.3066 93127 368 674 91 602 17 595 42558 6846 24 6839 42429 710 49999 49291
"711" 711 99289 58601 1240 1.3096 93292 672 1176 91 603 17 596 42556 6847 24 6840 42427 711 49999 49290
"712" 712 99288 89717 1242 0.38889 58601 711 1240 91 604 17 597 42556 6846 24 6839 42427 712 49999 49289
"713" 713 99287 76761 1244 1.1007 58601 711 1240 91 605 17 598 42556 6845 24 6838 42427 713 49999 49288
"714" 714 99286 51331 1244 0.82553 76761 713 1244 92 605 17 598 42557 6844 24 6837 42427 714 49999 49287
"715" 715 99285 67681 1246 1.1374 76761 713 1244 92 606 17 599 42556 6844 24 6837 42426 715 49999 49286
"716" 716 99284 4893 1246 1.2967 76761 713 1244 93 606 17 599 42555 6845 24 6838 42424 716 49999 49285
"717" 717 99283 29016 1248 1.3096 23415 410 744 93 607 17 600 42554 6845 24 6838 42423 717 49999 49284
"718" 718 99282 48843 1250 1.133 29016 717 1248 93 607 18 601 42555 6843 24 6837 42423 718 49999 49283
"719" 719 99281 26118 1252 1.1662 48843 718 1250 93 608 18 602 42555 6842 24 6836 42423 719 49999 49282
"720" 720 99280 43505 1254 0.99748 26118 719 1252 93 609 18 603 42554 6842 24 6836 42422 720 49999 49281
"721" 721 99279 20054 1256 1.312 40284 27 54 93 610 18 604 42554 6841 24 6835 42422 721 49999 49280
"722" 722 99278 30188 1258 1.312 64254 498 890 93 611 18 605 42552 6842 24 6836 42420 722 49999 49279
"723" 723 99277 1041 1260 1.0065 30188 722 1258 93 612 18 606 42552 6841 24 6835 42420 723 49999 49278
"724" 724 99276 22168 1262 1.0935 1041 723 1260 93 613 18 607 42552 6840 24 6834 42420 724 49999 49277
"725" 725 99275 41584 1262 0.49398 22168 724 1262 94 613 18 607 42553 6839 24 6833 42420 725 49999 49276
"726" 726 99274 97472 1264 1.0156 41584 725 1262 94 614 18 608 42552 6839 24 6833 42419 726 49999 49275
"727" 727 99273 17150 1264 0.64027 97472 726 1264 95 614 18 608 42553 6838 24 6832 42419 727 49999 49274
"728" 728 99272 33559 1266 0.7957 17150 727 1264 95 615 18 609 42552 6838 24 6832 42418 728 49999 49273
"729" 729 99271 20055 1266 1.1628 1041 723 1260 96 615 18 609 42553 6837 24 6831 42418 729 49999 49272
"730" 730 99270 70018 1268 0.68129 20055 729 1266 96 616 18 610 42553 6836 24 6830 42418 730 49999 49271
"731" 731 99269 76720 1268 1.0093 20055 729 1266 97 616 18 610 42554 6835 24 6829 42418 731 49999 49270
"732" 732 99268 11211 1268 1.1007 20055 729 1266 98 616 18 610 42555 6834 24 6828 42418 732 49999 49269
