-3.46300 -2.06680 -0.84260 -0.70440 -1.85140 -2.59990 -3.62600 -5.08050 -6.35480 -6.08340 -4.78650 -1.24210 -0.81660 -0.60170 -0.50040 -0.41020 -0.28450 -0.14620 -3.14950 -5.16280 -6.81940 -7.52060 -7.12480 -5.49420
-2.70550 -1.11410 -0.82120 -3.80470 -4.50780 -4.64960 -5.78530 -7.04450 -7.30810 -6.56450 -3.47860 -2.68630 -1.78120 -1.48400 -1.45930 -1.43060 -5.75320 -2.72500 -6.45790 -8.16530 -9.86330 -9.80710 -8.62670 -6.49690
-2.73190 -3.83060 -5.26960 -5.91610 -6.71690 -7.05420 -7.77520 -7.81220 -7.54160 -4.98400 -5.05070 -4.28910 -3.78740 -3.64600 -3.91990 -3.55740 -3.03470 -5.78910 -7.02720 -8.04090 -8.60950 -8.27740 -7.10120 -5.12040
-3.17420 -4.66830 -6.17790 -7.26760 -8.22560 -8.32120 -7.64880 -7.00240 -4.77210 -5.65380 -5.36790 -4.43640 -4.37720 -4.45280 -4.47980 -4.07260 -6.75420 -7.56910 -7.95830 -7.87760 -7.88160 -7.29010 -7.15600 -5.19260
-2.96240 -4.87720 -6.64930 -7.95180 -8.47610 -7.49950 -6.26260 -6.35040 -4.34190 -4.49790 -4.27480 -1.75620 -3.89990 -3.81400 -3.99610 -6.66430 -7.66400 -7.80660 -7.21980 -6.83750 -6.88220 -7.10200 -5.10200 -2.38920
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
